"","X","links","title","price","area","subarea","name","attrib","condition","cryptocurrency","cylinders","drive","fuel","odometer","paint.color","size","title.status","transmission","type","VIN"
"90",90,"https://chicago.craigslist.org/wcl/cto/d/2002-toyota-camry-xle-one/6456619480.html","2002 Toyota Camry XLE One Owner, Fully Loaded, Leather, Garage Kept - cars & trucks - by owner - vehicle automotive sale","$5300","chicago","west chicagoland","2002 Toyota Camry XLE","[<span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>138000</b></span>, <span>paint color: <b>silver</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders","fwd","gas",138000,"silver",NA,"clean","automatic","sedan",NA
"91",91,"https://chicago.craigslist.org/wcl/cto/d/2003-toyota-camry/6444148386.html","2003 Toyota Camry - cars & trucks - by owner - vehicle automotive sale","$2700","chicago","west chicagoland","2003 Toyota Camry","[<span>condition: <b>good</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>218000</b></span>, <span>paint color: <b>grey</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]","good",NA,"4 cylinders","fwd","gas",218000,"grey",NA,"clean","automatic",NA,NA
"92",92,"https://chicago.craigslist.org/wcl/cto/d/2004-toyota-solora-sle-v6/6456316251.html","2004 Toyota Solora SLE V6 - Fully Loaded - cars & trucks - by owner - vehicle automotive sale","$3600","chicago","west chicagoland","2004 toyota camry solara","[<span>condition: <b>good</b></span>, <span>cylinders: <b>6 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>168000</b></span>, <span>paint color: <b>red</b></span>, <span>size: <b>compact</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>coupe</b></span>]","good",NA,"6 cylinders","fwd","gas",168000,"red","compact","clean","automatic","coupe",NA
"93",93,"https://chicago.craigslist.org/wcl/cto/d/2008-toyota-camry-hybrid/6451238656.html","2008 Toyota Camry Hybrid - cars & trucks - by owner - vehicle automotive sale","$5250","chicago","west chicagoland","2008 toyota camry","[<span>VIN: <b>4T1BB46K98U059695</b></span>, <span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>177000</b></span>, <span>paint color: <b>grey</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders","fwd","gas",177000,"grey",NA,"clean","automatic","sedan","4T1BB46K98U059695"
"94",94,"https://chicago.craigslist.org/wcl/cto/d/2009-toyota-camry-hybrid/6445860461.html","2009 Toyota Camry Hybrid - cars & trucks - by owner - vehicle automotive sale","$6750","chicago","west chicagoland","2009 toyota camry","[<span>VIN: <b>4T1BB46K69U101144</b></span>, <span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>128500</b></span>, <span>paint color: <b>black</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders","fwd","gas",128500,"black",NA,"clean","automatic","sedan","4T1BB46K69U101144"
"95",95,"https://chicago.craigslist.org/wcl/cto/d/2011-toyota-camry-hybrid-xle/6456147608.html","2011 Toyota Camry hybrid XLE - cars & trucks - by owner - vehicle automotive sale","$3200","chicago","west chicagoland","2011 toyota camry hybrid","[<span>condition: <b>good</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>hybrid</b></span>, <span>odometer: <b>350000</b></span>, <span>paint color: <b>white</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","good",NA,"4 cylinders","fwd","hybrid",350000,"white",NA,"clean","automatic","sedan",NA
"96",96,"https://chicago.craigslist.org/wcl/cto/d/2012-toyota-camry-se/6450419111.html","2012 Toyota Camry SE - cars & trucks - by owner - vehicle automotive sale","$9995","chicago","west chicagoland","2012 toyota camry se 4dr sedan","[<span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>105000</b></span>, <span>paint color: <b>white</b></span>, <span>size: <b>full-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders","fwd","gas",105000,"white","full-size","clean","automatic","sedan",NA
"97",97,"https://chicago.craigslist.org/wcl/cto/d/2015-toyota-camry-xle-black/6453608007.html","2015 Toyota Camry XLE Black - cars & trucks - by owner - vehicle automotive sale","$12500","chicago","west chicagoland","2015 toyota camry xle","[<span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>43270</b></span>, <span>paint color: <b>black</b></span>, <span>title status: <b>rebuilt</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,"4 cylinders","fwd","gas",43270,"black",NA,"rebuilt","automatic",NA,NA
"98",98,"https://chicago.craigslist.org/wcl/cto/d/94-totota-camry-gold/6456113811.html","'94 Totota Camry-GOLD - cars & trucks - by owner - vehicle automotive sale","$1300","chicago","west chicagoland","1994 Toyota Camry","[<span>fuel: <b>gas</b></span>, <span>odometer: <b>138000</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",138000,NA,NA,"clean","automatic",NA,NA
"99",99,"https://chicago.craigslist.org/wcl/cto/d/looking-for-steady-car-see/6455077434.html","Looking For A Steady Car? See This '10 model TOYOTA! - cars & trucks - by owner - vehicle automotive sale","$2071","chicago","west chicagoland","2010 TOYOTA CAMRY","[<span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"clean","automatic",NA,NA
"100",100,"https://chicago.craigslist.org/wcl/cto/d/toyota-camry/6456025119.html","Toyota Camry - cars & trucks - by owner - vehicle automotive sale","$1300","chicago","west chicagoland","1993 toyota camry","[<span>condition: <b>good</b></span>, <span>cylinders: <b>6 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>151000</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]","good",NA,"6 cylinders","fwd","gas",151000,NA,NA,"clean","automatic",NA,NA
"101",1,"https://chicago.craigslist.org/chc/ctd/d/2003-toyota-camry-4dr-sdn-le/6457236559.html","Looking For A Steady Car? See This '10 model TOYOTA! - cars & trucks - by owner - vehicle automotive sale","$2071","chicago","west chicagoland","2010 TOYOTA CAMRY","[<span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"clean","automatic",NA,NA
"102",2,"https://chicago.craigslist.org/chc/ctd/d/2003-toyota-camry-solara-2dr/6457231132.html","1999 *TOYOTA* *CAMRY* LE GAS SAVER ALLOY GOOD TIRES CD 363450 - cars & trucks - by dealer - vehicle automotive sale","$2799","chicago","south chicagoland","1999 TOYOTA CAMRY","[<span>VIN: <b>JT2BG22K0X0363450</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>139745</b></span>, <span>paint color: <b>white</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]",NA,NA,"4 cylinders",NA,"gas",139745,"white",NA,"clean","automatic","sedan","JT2BG22K0X0363450"
"103",3,"https://chicago.craigslist.org/chc/ctd/d/2004-toyota-camry-solara-sle/6458769075.html","1997 Toyota Camry LE - cars & trucks - by owner - vehicle automotive sale","$2800","chicago","north chicagoland","1997 Toyota Camry","[<span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"clean","automatic",NA,NA
"104",4,"https://chicago.craigslist.org/chc/ctd/d/2007-toyota-camry-ce-4dr/6458331569.html","1997 Toyota Camry XLE - cars & trucks - by dealer - vehicle automotive sale","$3985","chicago","south chicagoland","1997 toyota camry","[<span>VIN: <b>4T1BF22K0VU025042</b></span>, <span>condition: <b>excellent</b></span>, <span>cylinders: <b>6 cylinders</b></span>, <span>drive: <b>4wd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>101480</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"6 cylinders","4wd","gas",101480,NA,NA,"clean","automatic","sedan","4T1BF22K0VU025042"
"105",5,"https://chicago.craigslist.org/chc/ctd/d/2010-toyota-camry-le-6-spd-at/6457563420.html","2002 toyota Camry solara se - cars & trucks - by owner - vehicle automotive sale","$1650","chicago","city of chicago","2002 toyota camry solara","[<span>cylinders: <b>6 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>160000</b></span>, <span>paint color: <b>black</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,"6 cylinders","fwd","gas",160000,"black",NA,"clean","automatic",NA,NA
"106",6,"https://chicago.craigslist.org/chc/ctd/d/2011toyota-corolla-xleno/6457451937.html","1999 - cars & trucks - by owner - vehicle automotive sale","$2000","chicago","south chicagoland","1999 toyota camry","[<span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"clean","automatic",NA,NA
"107",7,"https://chicago.craigslist.org/chc/ctd/d/2011toyota-corolla-xleno/6458677504.html","1997 Toyota Camry LE (clean title) - cars & trucks - by owner - vehicle automotive sale","$2800","chicago","north chicagoland","1997 Toyota Camry","[<span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"clean","automatic",NA,NA
"108",8,"https://chicago.craigslist.org/chc/ctd/d/2012-toyota-camry-se-4dr/6457291501.html","2005 Toyota Camry LE/XLE V6 !!120K Miles - cars & trucks - by owner - vehicle automotive sale","$4200","chicago","city of chicago","2005 toyota camry LE","[<span>condition: <b>excellent</b></span>, <span>cylinders: <b>6 cylinders</b></span>, <span>drive: <b>4wd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>120451</b></span>, <span>paint color: <b>grey</b></span>, <span>size: <b>full-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"6 cylinders","4wd","gas",120451,"grey","full-size","clean","automatic","sedan",NA
"109",9,"https://chicago.craigslist.org/chc/ctd/d/2015-toyota-camry-se-call-or/6458719074.html","1993 Toyota Camry XLE V6 - cars & trucks - by owner - vehicle automotive sale","$2200","chicago","city of chicago","1993 Toyota Camry","[<span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"clean","automatic",NA,NA
"110",10,"https://chicago.craigslist.org/chc/ctd/d/2016-toyota-camry-se-back-up/6458419193.html","2009 Toyota Camry Hybrid - cars & trucks - by owner - vehicle automotive sale","$7250","chicago","west chicagoland","2009 toyota camry","[<span>VIN: <b>4T1BB46K69U101144</b></span>, <span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>128500</b></span>, <span>paint color: <b>black</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders","fwd","gas",128500,"black",NA,"clean","automatic","sedan","4T1BB46K69U101144"
"111",11,"https://chicago.craigslist.org/chc/ctd/d/2017-toyota-camry-se-100/6458173780.html","2011 Toyota Camry LE - sedan - cars & trucks - by dealer - vehicle automotive sale",NA,"chicago","south chicagoland","2011 Toyota Camry","[<span>VIN: <b>4T1BF3EK9BU587566</b></span>, <span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>paint color: <b>green</b></span>, <span>size: <b>mid-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders","fwd","gas",NA,"green","mid-size","clean","automatic","sedan","4T1BF3EK9BU587566"
"112",12,"https://chicago.craigslist.org/chc/cto/d/05-toyota-camry-v6-85k-miles/6446914382.html","2010 Toyota Camry LE 4 cylinder sedan 49k miles - cars & trucks - by owner - vehicle automotive sale","$2000","chicago","city of chicago","2010 toyota camry le","[<span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"clean","automatic",NA,NA
"113",13,"https://chicago.craigslist.org/chc/cto/d/06-toyota-camry/6458303247.html","2010 toyota Camry hybrid - cars & trucks - by owner - vehicle automotive sale","$2900","chicago","city of chicago","2010 toyota camry hybrid","[<span>fuel: <b>hybrid</b></span>, <span>odometer: <b>300000</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"hybrid",300000,NA,NA,"clean","automatic",NA,NA
"114",14,"https://chicago.craigslist.org/chc/cto/d/1995-toyota-camry/6425791681.html","2000 camry very clean great car - cars & trucks - by owner - vehicle automotive sale","$2000","chicago","northwest suburbs","2000 toyota camry","[<span>condition: <b>good</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>202000</b></span>, <span>size: <b>full-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","good",NA,"4 cylinders","fwd","gas",202000,NA,"full-size","clean","automatic","sedan",NA
"115",15,"https://chicago.craigslist.org/chc/cto/d/1995-toyota-camry/6457715982.html","2014 Toyota Camry 2014.5 4dr Sedan I4 Automatic SE Sport - cars & trucks - by dealer - vehicle automotive sale",NA,"chicago","northwest suburbs","2014 Toyota_ Camry_","[<span>VIN: <b>4T1BF1FK9EU856396</b></span>, <span>condition: <b>excellent</b></span>, <span>cylinders: <b>other</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>54294</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"other","fwd","gas",54294,NA,NA,"clean","automatic","sedan","4T1BF1FK9EU856396"
"116",16,"https://chicago.craigslist.org/chc/cto/d/1998-toyota-camry/6458836750.html","2017 Toyota Camry SE, Blue - cars & trucks - by dealer - vehicle automotive sale","$16900","chicago","northwest indiana","2017 Toyota Camry SE","[<span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"clean","automatic",NA,NA
"117",17,"https://chicago.craigslist.org/chc/cto/d/1999-toyota-camry-4-door/6448643413.html","2007 Toyota Camry Hybrid HYBRID - cars & trucks - by dealer - vehicle automotive sale","$4990","chicago","city of chicago","2007 Toyota Camry Hybrid","[<span>VIN: <b>JTNBB46K673011575</b></span>, <span>condition: <b>good</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>116236</b></span>, <span>paint color: <b>grey</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","good",NA,"4 cylinders","fwd","gas",116236,"grey",NA,"clean","automatic","sedan","JTNBB46K673011575"
"118",18,"https://chicago.craigslist.org/chc/cto/d/2001-toyota-camry/6457855375.html","1998 Toyota Camry - cars & trucks - by owner - vehicle automotive sale","$1500","chicago","city of chicago","1998 Toyota Camry","[<span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"clean","automatic",NA,NA
"119",19,"https://chicago.craigslist.org/chc/cto/d/2002-toyota-solara/6452467513.html","2013 Toyota Camry hybrid - cars & trucks - by owner - vehicle automotive sale","$7000","chicago","city of chicago","2013 toyota camry","[<span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>213000</b></span>, <span>paint color: <b>white</b></span>, <span>size: <b>compact</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders",NA,"gas",213000,"white","compact","clean","automatic","sedan",NA
"120",20,"https://chicago.craigslist.org/chc/cto/d/2003-toyota-camry-xle-low/6457246722.html","2009 Toyota Camry Hybrid SKU:9U110916 Sedan - cars & trucks - by dealer - vehicle automotive sale","$8955","chicago","northwest suburbs","2009 Toyota Camry Hybrid","[<span>VIN: <b>4T1BB46K19U110916</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>hybrid</b></span>, <span>odometer: <b>81388</b></span>, <span>paint color: <b>white</b></span>, <span>size: <b>mid-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]",NA,NA,"4 cylinders","fwd","hybrid",81388,"white","mid-size","clean","automatic","sedan","4T1BB46K19U110916"
"121",21,"https://chicago.craigslist.org/chc/cto/d/2003-toyota-camry/6425778805.html","2011 toyota camry se - cars & trucks - by owner - vehicle automotive sale","$6300","chicago","north chicagoland","2011 toyota camry se 4dr sedan","[<span>VIN: <b>4t1bf3ek3au502154</b></span>, <span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>156000</b></span>, <span>paint color: <b>black</b></span>, <span>size: <b>full-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders","fwd","gas",156000,"black","full-size","clean","automatic","sedan","4t1bf3ek3au502154"
"122",22,"https://chicago.craigslist.org/chc/cto/d/2003-toyota-camry/6442164018.html","2012 TOYOTA CAMRY - cars & trucks - by owner - vehicle automotive sale","$10590","chicago","northwest suburbs","2012 TOYOTA CAMRY","[<span>condition: <b>good</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>75294</b></span>, <span>paint color: <b>red</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]","good",NA,"4 cylinders","fwd","gas",75294,"red",NA,"clean","automatic",NA,NA
"123",23,"https://chicago.craigslist.org/chc/cto/d/2003-toyota-camry/6450621671.html","BestColorComb2O1O Toyota Camry XLE - cars & trucks - by owner - vehicle automotive sale","$3030","chicago","city of chicago","2010 toyota camry xle","[<span>condition: <b>excellent</b></span>, <span>cylinders: <b>6 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>paint color: <b>black</b></span>, <span>size: <b>full-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"6 cylinders","fwd","gas",NA,"black","full-size","clean","automatic","sedan",NA
"124",24,"https://chicago.craigslist.org/chc/cto/d/2003-toyota-camry/6455829504.html","Toyota Camry hybrid 2011 - cars & trucks - by owner - vehicle automotive sale","$8499","chicago","north chicagoland","2011 toyota camry hybrid","[<span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>hybrid</b></span>, <span>odometer: <b>105</b></span>, <span>paint color: <b>green</b></span>, <span>size: <b>full-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders","fwd","hybrid",105,"green","full-size","clean","automatic","sedan",NA
"125",25,"https://chicago.craigslist.org/chc/cto/d/2003-toyota-camry/6457710027.html","2015 Toyota Camry LE 4dr Sedan - cars & trucks - by dealer - vehicle automotive sale","$14850","chicago","city of chicago","2015 Toyota_ Camry_","[<span>VIN: <b>4T4BF1FK4FR507346</b></span>, <span>condition: <b>excellent</b></span>, <span>cylinders: <b>other</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>35721</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"other",NA,"gas",35721,NA,NA,"clean","automatic","sedan","4T4BF1FK4FR507346"
"126",26,"https://chicago.craigslist.org/chc/cto/d/2004-toyota-camry-le/6440001198.html","1998 TOYOTA CAMRY LE - cars & trucks - by owner - vehicle automotive sale","$1600","chicago","northwest indiana","1998 1998 TOYOTA CAMRY","[<span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,NA,NA,"gas",NA,NA,NA,"clean","automatic",NA,NA
"127",27,"https://chicago.craigslist.org/chc/cto/d/2004-toyota-camry/6454185604.html","2007 TOYOTA CAMRY LE, SILVER/GRAY. NICE CLEAN CAR! - cars & trucks - by owner - vehicle automotive sale","$4500","chicago","city of chicago","2007 toyota camry","[<span>condition: <b>good</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>paint color: <b>silver</b></span>, <span>size: <b>full-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","good",NA,"4 cylinders","fwd","gas",NA,"silver","full-size","clean","automatic","sedan",NA
"128",28,"https://chicago.craigslist.org/chc/cto/d/2005-toyota-camry-le/6455110732.html","TOYOTA CAMRY LIMITED XLE LOW MILE - cars & trucks - by owner - vehicle automotive sale","$8895","chicago","city of chicago","2012 toyota camry","[<span>condition: <b>like new</b></span>, <span>cryptocurrency ok</span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>110</b></span>, <span>paint color: <b>blue</b></span>, <span>size: <b>full-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","like new","ok","4 cylinders","fwd","gas",110,"blue","full-size","clean","automatic","sedan",NA
"129",29,"https://chicago.craigslist.org/chc/cto/d/2005-toyota-camry/6457649537.html","2005 Toyota Camry 4 Cyl Auto - cars & trucks - by owner - vehicle automotive sale","$4400","chicago","north chicagoland","2005 toyota camry","[<span>condition: <b>good</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>123000</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","good",NA,"4 cylinders","fwd","gas",123000,NA,NA,"clean","automatic","sedan",NA
"130",30,"https://chicago.craigslist.org/chc/cto/d/2006-toyota-camry-xle-v6-1/6450482013.html","2007 Toyota Camry Hybrid - cars & trucks - by owner - vehicle automotive sale","$5799","chicago","city of chicago","2007 Toyota Camry Hybrid","[<span>condition: <b>good</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>hybrid</b></span>, <span>odometer: <b>159000</b></span>, <span>paint color: <b>silver</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","good",NA,"4 cylinders","fwd","hybrid",159000,"silver",NA,"clean","automatic","sedan",NA
"131",31,"https://chicago.craigslist.org/chc/cto/d/2006-toyota-camry/6451192781.html","2000 TOYOTA CAMRY 2.2L - cars & trucks - by owner - vehicle automotive sale","$800","chicago","west chicagoland","2000 TOYOTA CAMRY","[<span>VIN: <b>2T1CG22P8YC397036</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>fuel: <b>gas</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]",NA,NA,"4 cylinders",NA,"gas",NA,NA,NA,"clean","automatic",NA,"2T1CG22P8YC397036"
"132",32,"https://chicago.craigslist.org/chc/cto/d/2007-toyota-camry-trd-35/6457706333.html","First Owner 2004 Toyota Camry with new photos - cars & trucks - by owner - vehicle automotive sale","$3100","chicago","city of chicago","2004 Toyota Camry","[<span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>130756</b></span>, <span>paint color: <b>grey</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]","excellent",NA,"4 cylinders",NA,"gas",130756,"grey",NA,"clean","automatic","sedan",NA
"133",33,"https://chicago.craigslist.org/chc/cto/d/2007-toyota-camry/6454690169.html","2003 Toyota Camry 4dr Sedan LE Automatic - Green - cars & trucks - by dealer - vehicle automotive sale","$2100","chicago",NA,"2003 Toyota Camry","[<span>VIN: <b>4T1BE32K53U691898</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>gas</b></span>, <span>odometer: <b>0</b></span>, <span>paint color: <b>green</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>, <span>type: <b>sedan</b></span>]",NA,NA,"4 cylinders","fwd","gas",0,"green",NA,"clean","automatic","sedan","4T1BE32K53U691898"
"134",34,"https://chicago.craigslist.org/chc/cto/d/2008-toyota-camry-hybrid-65k/6453294337.html","2012 TOYOTA CAMRY HYBRID XLE - cars & trucks - by dealer - vehicle automotive sale","$11877","chicago","west chicagoland","2012 TOYOTA CAMRY HYBRID XLE","[<span>VIN: <b>4T1BD1FKXCU020633</b></span>, <span>condition: <b>excellent</b></span>, <span>cylinders: <b>4 cylinders</b></span>, <span>drive: <b>fwd</b></span>, <span>fuel: <b>hybrid</b></span>, <span>odometer: <b>112707</b></span>, <span>paint color: <b>white</b></span>, <span>size: <b>mid-size</b></span>, <span>title status: <b>clean</b></span>, <span>transmission: <b>automatic</b></span>]","excellent",NA,"4 cylinders","fwd","hybrid",112707,"white","mid-size","clean","automatic",NA,"4T1BD1FKXCU020633"
